id,race,playerid
4578,asian,13
4579,asian,14
4580,asian,13
4581,asian,4
4582,asian,21
4583,asian,13
4584,asian,21
4585,asian,22
4586,asian,5
4587,asian,3
4588,asian,3
4589,asian,11
4590,asian,10
4591,asian,15
4592,asian,10
4593,asian,22
4594,asian,22
4595,asian,11
4596,asian,11
4597,asian,22
4598,asian,5
4599,asian,13
4600,asian,24
4601,asian,15
4602,asian,3
4603,asian,13
4604,asian,3
4605,asian,10
4606,asian,15
4607,asian,4
4608,asian,24
4609,asian,14
4610,asian,25
4611,asian,4
4612,asian,5
4613,asian,27
4614,asian,8
4615,asian,27
4616,asian,14
4617,asian,13
4618,asian,9
4619,asian,11
4620,asian,6
4621,asian,10
4622,asian,20
4623,asian,20
4624,asian,7
4625,asian,30
4626,asian,12
4627,asian,2
4628,asian,30
4629,asian,1
4630,asian,29
4631,asian,28
4632,asian,23
4633,asian,1
4634,asian,16
4635,asian,20
4636,asian,28
4637,asian,7
4638,asian,7
4639,asian,18
4640,asian,18
4641,asian,2
4642,asian,29
4643,asian,12
4644,asian,28
4645,asian,16
4646,asian,29
4647,asian,30
4648,asian,2
4649,asian,28
4650,asian,12
4651,asian,1
4652,asian,1
4653,asian,23
4654,asian,18
4655,asian,18
4656,asian,23
4657,asian,29
4658,asian,23
4659,asian,18
4660,asian,12
4661,asian,26
4662,asian,29
4663,asian,2
4664,asian,29
4665,asian,7
4666,asian,23
4667,asian,26
4668,asian,1
4669,asian,7
4670,asian,12
4671,asian,2
4672,asian,1
4673,asian,20
4674,asian,23
4675,asian,16
4676,asian,16
4677,asian,7
4678,asian,28
4679,asian,16
4680,asian,12
4681,asian,29
4682,asian,18
4683,asian,26
4684,asian,20
4685,asian,26
4686,asian,12
4687,asian,26
4688,asian,20
4689,asian,1
4690,asian,30
4691,asian,26
4692,asian,29
4693,asian,2
4694,asian,16
4695,asian,30
4696,asian,29
4697,asian,29
4698,asian,28
4699,asian,26
4700,asian,26
4701,asian,12
4702,asian,2
4703,asian,23
4704,asian,28
4705,asian,28
4706,asian,28
4707,asian,16
4708,asian,23
4709,asian,30
4710,asian,29
4711,asian,7
4712,asian,16
4713,asian,20
4714,asian,30
4715,asian,12
4716,asian,2
4717,asian,20
4718,asian,30
4719,asian,29
4720,asian,18
4721,asian,7
4722,asian,30
4723,asian,26
4724,asian,23
4725,asian,28
4726,asian,18
4727,asian,23
4728,asian,20
4729,asian,18
4730,asian,30
4731,asian,16
4732,asian,29
4733,asian,1
4734,asian,16
4735,asian,2
4736,asian,18
4737,asian,16
4738,asian,30
4739,asian,2
4740,asian,28
4741,asian,12
4742,asian,26
4743,asian,26
4744,asian,6
4745,asian,24
4746,asian,19
4747,asian,9
4748,asian,11
4749,asian,28
4750,asian,24
4751,asian,7
4752,asian,24
4753,asian,3
4754,asian,19
4755,asian,6
4756,asian,11
4757,asian,27
4758,asian,29
4759,asian,10
4760,asian,9
4761,asian,29
4762,asian,29
4763,asian,4
4764,asian,3
4765,asian,9
4766,asian,6
4767,asian,14
4768,asian,3
4769,asian,4
4770,asian,28
4771,asian,21
4772,asian,10
4773,asian,14
4774,asian,27
4775,asian,4
4776,asian,6
4777,asian,24
4778,asian,19
4779,asian,28
4780,asian,29
4781,asian,19
4782,asian,22
4783,asian,9
4784,asian,10
4785,asian,22
4786,asian,11
4787,asian,27
4788,asian,24
4789,asian,14
4790,asian,4
4791,asian,21
4792,asian,18
4793,asian,29
4794,asian,11
4795,asian,21
4796,asian,3
4797,asian,7
4798,asian,4
4799,asian,28
4800,asian,7
4801,asian,18
4802,asian,7
4803,asian,14
4804,asian,21
4805,asian,11
4806,asian,18
4807,asian,24
4808,asian,14
4809,asian,4
4810,asian,18
4811,asian,22
4812,asian,22
4813,asian,9
4814,asian,29
4815,asian,10
4816,asian,6
4817,asian,28
4818,asian,9
4819,asian,29
4820,asian,21
4821,asian,19
4822,asian,27
4823,asian,29
4824,asian,3
4825,asian,6
4826,asian,14
4827,asian,22
4828,asian,18
4829,asian,18
4830,asian,7
4831,asian,9
4832,asian,11
4833,asian,24
4834,asian,29
4835,asian,7
4836,asian,3
4837,asian,22
4838,asian,14
4839,asian,27
4840,asian,21
4841,asian,28
4842,asian,7
4843,asian,3
4844,asian,11
4845,asian,21
4846,asian,18
4847,asian,10
4848,asian,18
4849,asian,3
4850,asian,10
4851,asian,28
4852,asian,14
4853,asian,4
4854,asian,27
4855,asian,22
4856,asian,27
4857,asian,28
4858,asian,18
4859,asian,21
4860,asian,4
4861,asian,29
4862,asian,10
4863,asian,19
4864,asian,6
4865,asian,7
4866,asian,27
4867,asian,11
4868,asian,4
4869,asian,22
4870,asian,24
4871,asian,11
4872,asian,21
4873,asian,19
4874,asian,10
4875,asian,22
4876,asian,28
4877,asian,3
4878,asian,11
4879,asian,3
4880,asian,19
4881,asian,10
4882,asian,9
4883,asian,3
4884,asian,10
4885,asian,22
4886,asian,11
4887,asian,3
4888,asian,9
4889,asian,27
4890,asian,21
4891,asian,9
4892,asian,14
4893,asian,28
4894,asian,21
4895,asian,11
4896,asian,4
4897,asian,27
4898,asian,22
4899,asian,28
4900,asian,7
4901,asian,9
4902,asian,10
4903,asian,27
4904,asian,19
4905,asian,6
4906,asian,6
4907,asian,10
4908,asian,19
4909,asian,22
4910,asian,14
4911,asian,10
4912,asian,3
4913,asian,6
4914,asian,24
4915,asian,9
4916,asian,14
4917,asian,19
4918,asian,6
4919,asian,28
4920,asian,19
4921,asian,9
4922,asian,22
4923,asian,24
4924,asian,9
4925,asian,11
4926,asian,10
4927,asian,6
4928,asian,27
4929,asian,14
4930,asian,21
4931,asian,23
4932,asian,14
4933,asian,17
4934,asian,8
4935,asian,8
4936,asian,14
4937,asian,20
4938,asian,30
4939,asian,12
4940,asian,5
4941,asian,5
4942,asian,23
4943,asian,30
4944,asian,12
4945,asian,20
4946,asian,5
4947,asian,23
4948,asian,17
4949,asian,12
4950,asian,20
4951,asian,5
4952,asian,20
4953,asian,17
4954,asian,30
4955,asian,17
4956,asian,8
4957,asian,20
4958,asian,12
4959,asian,8
4960,asian,20
4961,asian,14
4962,asian,23
4963,asian,20
4964,asian,30
4965,asian,30
4966,asian,14
4967,asian,12
4968,asian,8
4969,asian,23
4970,asian,8
4971,asian,23
4972,asian,20
4973,asian,12
4974,asian,14
4975,asian,5
4976,asian,30
4977,asian,17
4978,asian,14
4979,asian,12
4980,asian,12
4981,asian,30
4982,asian,17
4983,asian,8
4984,asian,30
4985,asian,23
4986,asian,23
4987,asian,5
4988,asian,14
4989,asian,12
4990,asian,14
4991,asian,17
4992,asian,17
4993,asian,8
4994,asian,20
4995,asian,17
4996,asian,23
4997,asian,8
4998,asian,5
4999,asian,17
5000,asian,23
5001,asian,12
5002,asian,14
5003,asian,20
5004,asian,12
5005,asian,8
5006,asian,30
5007,asian,5
5008,asian,30
5009,asian,9
5010,asian,26
5011,asian,4
5012,asian,2
5013,asian,29
5014,asian,6
5015,asian,6
5016,asian,22
5017,asian,2
5018,asian,11
5019,asian,19
5020,asian,19
5021,asian,9
5022,asian,6
5023,asian,11
5024,asian,21
5025,asian,11
5026,asian,21
5027,asian,15
5028,asian,25
5029,asian,16
5030,asian,16
5031,asian,22
5032,asian,10
5033,asian,15
5034,asian,11
5035,asian,10
5036,asian,16
5037,asian,10
5038,asian,29
5039,asian,21
5040,asian,16
5041,asian,11
5042,asian,1
5043,asian,9
5044,asian,1
5045,asian,9
5046,asian,11
5047,asian,26
5048,asian,26
5049,asian,2
5050,asian,10
5051,asian,19
5052,asian,6
5053,asian,26
5054,asian,25
5055,asian,9
5056,asian,11
5057,asian,4
5058,asian,21
5059,asian,16
5060,asian,15
5061,asian,16
5062,asian,21
5063,asian,27
5064,asian,26
5065,asian,1
5066,asian,15
5067,asian,26
5068,asian,16
5069,asian,25
5070,asian,2
5071,asian,10
5072,asian,9
5073,asian,27
5074,asian,19
5075,asian,29
5076,asian,15
5077,asian,25
5078,asian,1
5079,asian,22
5080,asian,25
5081,asian,15
5082,asian,29
5083,asian,19
5084,asian,4
5085,asian,2
5086,asian,29
5087,asian,2
5088,asian,25
5089,asian,27
5090,asian,27
5091,asian,6
5092,asian,10
5093,asian,29
5094,asian,6
5095,asian,29
5096,asian,19
5097,asian,10
5098,asian,10
5099,asian,4
5100,asian,10
5101,asian,27
5102,asian,25
5103,asian,27
5104,asian,27
5105,asian,22
5106,asian,25
5107,asian,2
5108,asian,2
5109,asian,29
5110,asian,15
5111,asian,19
5112,asian,15
5113,asian,21
5114,asian,21
5115,asian,19
5116,asian,25
5117,asian,6
5118,asian,1
5119,asian,19
5120,asian,11
5121,asian,25
5122,asian,22
5123,asian,21
5124,asian,1
5125,asian,4
5126,asian,2
5127,asian,4
5128,asian,22
5129,asian,1
5130,asian,29
5131,asian,19
5132,asian,9
5133,asian,4
5134,asian,4
5135,asian,16
5136,asian,9
5137,asian,21
5138,asian,27
5139,asian,9
5140,asian,10
5141,asian,26
5142,asian,29
5143,asian,6
5144,asian,26
5145,asian,4
5146,asian,19
5147,asian,27
5148,asian,26
5149,asian,15
5150,asian,22
5151,asian,27
5152,asian,4
5153,asian,19
5154,asian,15
5155,asian,26
5156,asian,9
5157,asian,10
5158,asian,1
5159,asian,6
5160,asian,9
5161,asian,19
5162,asian,9
5163,asian,22
5164,asian,6
5165,asian,19
5166,asian,16
5167,asian,22
5168,asian,9
5169,asian,26
5170,asian,29
5171,asian,1
5172,asian,1
5173,asian,27
5174,asian,21
5175,asian,27
5176,asian,10
5177,asian,22
5178,asian,11
5179,asian,2
5180,asian,6
5181,asian,29
5182,asian,16
5183,asian,27
5184,asian,10
5185,asian,23
5186,asian,3
5187,asian,6
5188,asian,8
5189,asian,12
5190,asian,6
5191,asian,21
5192,asian,12
5193,asian,10
5194,asian,23
5195,asian,28
5196,asian,20
5197,asian,3
5198,asian,28
5199,asian,21
5200,asian,6
5201,asian,8
5202,asian,20
5203,asian,3
5204,asian,19
5205,asian,20
5206,asian,23
5207,asian,19
5208,asian,28
5209,asian,16
5210,asian,30
5211,asian,14
5212,asian,27
5213,asian,6
5214,asian,27
5215,asian,27
5216,asian,23
5217,asian,20
5218,asian,14
5219,asian,6
5220,asian,3
5221,asian,12
5222,asian,27
5223,asian,21
5224,asian,12
5225,asian,21
5226,asian,16
5227,asian,19
5228,asian,16
5229,asian,30
5230,asian,14
5231,asian,20
5232,asian,16
5233,asian,23
5234,asian,6
5235,asian,28
5236,asian,6
5237,asian,10
5238,asian,19
5239,asian,12
5240,asian,28
5241,asian,14
5242,asian,8
5243,asian,23
5244,asian,3
5245,asian,12
5246,asian,8
5247,asian,8
5248,asian,28
5249,asian,30
5250,asian,30
5251,asian,16
5252,asian,27
5253,asian,8
5254,asian,3
5255,asian,10
5256,asian,16
5257,asian,8
5258,asian,28
5259,asian,8
5260,asian,30
5261,asian,6
5262,asian,8
5263,asian,30
5264,asian,10
5265,asian,28
5266,asian,10
5267,asian,21
5268,asian,21
5269,asian,21
5270,asian,28
5271,asian,14
5272,asian,12
5273,asian,14
5274,asian,14
5275,asian,21
5276,asian,16
5277,asian,10
5278,asian,23
5279,asian,27
5280,asian,14
5281,asian,19
5282,asian,19
5283,asian,30
5284,asian,30
5285,asian,28
5286,asian,30
5287,asian,27
5288,asian,16
5289,asian,23
5290,asian,21
5291,asian,20
5292,asian,19
5293,asian,16
5294,asian,30
5295,asian,14
5296,asian,12
5297,asian,20
5298,asian,19
5299,asian,14
5300,asian,10
5301,asian,23
5302,asian,16
5303,asian,6
5304,asian,28
5305,asian,8
5306,asian,8
5307,asian,23
5308,asian,19
5309,asian,27
5310,asian,6
5311,asian,3
5312,asian,10
5313,asian,23
5314,asian,14
5315,asian,8
5316,asian,20
5317,asian,16
5318,asian,3
5319,asian,28
5320,asian,21
5321,asian,3
5322,asian,23
5323,asian,27
5324,asian,23
5325,asian,30
5326,asian,14
5327,asian,16
5328,asian,28
5329,asian,27
5330,asian,8
5331,asian,12
5332,asian,3
5333,asian,20
5334,asian,14
5335,asian,10
5336,asian,26
5337,asian,2
5338,asian,5
5339,asian,5
5340,asian,25
5341,asian,17
5342,asian,4
5343,asian,1
5344,asian,15
5345,asian,17
5346,asian,13
5347,asian,17
5348,asian,4
5349,asian,4
5350,asian,13
5351,asian,7
5352,asian,9
5353,asian,15
5354,asian,1
5355,asian,1
5356,asian,5
5357,asian,13
5358,asian,2
5359,asian,7
5360,asian,9
5361,asian,5
5362,asian,5
5363,asian,26
5364,asian,2
5365,asian,25
5366,asian,22
5367,asian,13
5368,asian,26
5369,asian,13
5370,asian,15
5371,asian,25
5372,asian,9
5373,asian,26
5374,asian,7
5375,asian,5
5376,asian,13
5377,asian,15
5378,asian,9
5379,asian,7
5380,asian,15
5381,asian,15
5382,asian,22
5383,asian,22
5384,asian,4
5385,asian,1
5386,asian,22
5387,asian,25
5388,asian,26
5389,asian,15
5390,asian,7
5391,asian,4
5392,asian,1
5393,asian,7
5394,asian,2
5395,asian,9
5396,asian,7
5397,asian,2
5398,asian,17
5399,asian,22
5400,asian,4
5401,asian,17
5402,asian,25
5403,asian,2
5404,asian,9
5405,asian,13
5406,asian,25
5407,asian,4
5408,asian,26
5409,asian,4
5410,asian,4
5411,asian,4
5412,asian,17
5413,asian,25
5414,asian,9
5415,asian,25
5416,asian,22
5417,asian,26
5418,asian,15
5419,asian,15
5420,asian,22
5421,asian,17
5422,asian,22
5423,asian,4
5424,asian,22
5425,asian,22
5426,asian,26
5427,asian,22
5428,asian,7
5429,asian,9
5430,asian,5
5431,asian,1
5432,asian,13
5433,asian,26
5434,asian,17
5435,asian,9
5436,asian,1
5437,asian,7
5438,asian,4
5439,asian,5
5440,asian,25
5441,asian,15
5442,asian,1
5443,asian,25
5444,asian,2
5445,asian,1
5446,asian,7
5447,asian,5
5448,asian,5
5449,asian,22
5450,asian,2
5451,asian,26
5452,asian,2
5453,asian,2
5454,asian,7
5455,asian,7
5456,asian,9
5457,asian,22
5458,asian,13
5459,asian,13
5460,asian,5
5461,asian,16
5462,asian,29
5463,asian,8
5464,asian,14
5465,asian,25
5466,asian,16
5467,asian,21
5468,asian,16
5469,asian,18
5470,asian,26
5471,asian,2
5472,asian,5
5473,asian,26
5474,asian,19
5475,asian,3
5476,asian,25
5477,asian,9
5478,asian,1
5479,asian,3
5480,asian,11
5481,asian,3
5482,asian,12
5483,asian,9
5484,asian,18
5485,asian,22
5486,asian,22
5487,asian,21
5488,asian,22
5489,asian,21
5490,asian,11
5491,asian,9
5492,asian,19
5493,asian,11
5494,asian,5
5495,asian,25
5496,asian,11
5497,asian,22
5498,asian,22
5499,asian,16
5500,asian,21
5501,asian,22
5502,asian,12
5503,asian,19
5504,asian,2
5505,asian,26
5506,asian,26
5507,asian,25
5508,asian,1
5509,asian,18
5510,asian,2
5511,asian,16
5512,asian,12
5513,asian,29
5514,asian,28
5515,asian,29
5516,asian,19
5517,asian,28
5518,asian,11
5519,asian,19
5520,asian,9
5521,asian,2
5522,asian,5
5523,asian,3
5524,asian,11
5525,asian,8
5526,asian,19
5527,asian,16
5528,asian,29
5529,asian,25
5530,asian,3
5531,asian,26
5532,asian,14
5533,asian,16
5534,asian,8
5535,asian,29
5536,asian,21
5537,asian,5
5538,asian,2
5539,asian,28
5540,asian,22
5541,asian,18
5542,asian,11
5543,asian,1
5544,asian,29
5545,asian,28
5546,asian,2
5547,asian,1
5548,asian,19
5549,asian,8
5550,asian,21
5551,asian,18
5552,asian,28
5553,asian,14
5554,asian,5
5555,asian,9
5556,asian,9
5557,asian,12
5558,asian,12
5559,asian,26
5560,asian,28
5561,asian,21
5562,asian,19
5563,asian,8
5564,asian,8
5565,asian,19
5566,asian,26
5567,asian,28
5568,asian,9
5569,asian,25
5570,asian,14
5571,asian,5
5572,asian,2
5573,asian,18
5574,asian,8
5575,asian,5
5576,asian,18
5577,asian,2
5578,asian,3
5579,asian,22
5580,asian,2
5581,asian,11
5582,asian,1
5583,asian,29
5584,asian,12
5585,asian,25
5586,asian,25
5587,asian,1
5588,asian,12
5589,asian,18
5590,asian,21
5591,asian,2
5592,asian,9
5593,asian,1
5594,asian,22
5595,asian,19
5596,asian,25
5597,asian,12
5598,asian,28
5599,asian,2
5600,asian,22
5601,asian,25
5602,asian,14
5603,asian,8
5604,asian,28
5605,asian,29
5606,asian,1
5607,asian,16
5608,asian,3
5609,asian,1
5610,asian,29
5611,asian,28
5612,asian,16
5613,asian,14
5614,asian,19
5615,asian,21
5616,asian,19
5617,asian,12
5618,asian,5
5619,asian,8
5620,asian,11
5621,asian,22
5622,asian,1
5623,asian,9
5624,asian,5
5625,asian,26
5626,asian,26
5627,asian,3
5628,asian,3
5629,asian,1
5630,asian,22
5631,asian,3
5632,asian,18
5633,asian,28
5634,asian,28
5635,asian,16
5636,asian,19
5637,asian,18
5638,asian,14
5639,asian,11
5640,asian,18
5641,asian,5
5642,asian,25
5643,asian,25
5644,asian,18
5645,asian,12
5646,asian,3
5647,asian,14
5648,asian,16
5649,asian,18
5650,asian,29
5651,asian,3
5652,asian,1
5653,asian,14
5654,asian,8
5655,asian,14
5656,asian,13
5657,asian,20
5658,asian,23
5659,asian,24
5660,asian,17
5661,asian,27
5662,asian,17
5663,asian,17
5664,asian,10
5665,asian,6
5666,asian,30
5667,asian,17
5668,asian,30
5669,asian,15
5670,asian,6
5671,asian,23
5672,asian,15
5673,asian,20
5674,asian,17
5675,asian,10
5676,asian,23
5677,asian,30
5678,asian,10
5679,asian,20
5680,asian,13
5681,asian,27
5682,asian,24
5683,asian,15
5684,asian,20
5685,asian,23
5686,asian,27
5687,asian,24
5688,asian,10
5689,asian,6
5690,asian,20
5691,asian,15
5692,asian,23
5693,asian,20
5694,asian,10
5695,asian,15
5696,asian,24
5697,asian,27
5698,asian,15
5699,asian,20
5700,asian,23
5701,asian,13
5702,asian,15
5703,asian,30
5704,asian,27
5705,asian,27
5706,asian,30
5707,asian,23
5708,asian,15
5709,asian,6
5710,asian,17
5711,asian,15
5712,asian,23
5713,asian,24
5714,asian,30
5715,asian,13
5716,asian,13
5717,asian,10
5718,asian,13
5719,asian,6
5720,asian,30
5721,asian,13
5722,asian,20
5723,asian,13
5724,asian,20
5725,asian,24
5726,asian,27
5727,asian,23
5728,asian,6
5729,asian,6
5730,asian,6
5731,asian,13
5732,asian,24
5733,asian,6
5734,asian,24
5735,asian,24
5736,asian,6
5737,asian,6
5738,asian,10
5739,asian,30
5740,asian,23
5741,asian,10
5742,asian,6
5743,asian,10
5744,asian,10
5745,asian,10
5746,asian,20
5747,asian,17
5748,asian,15
5749,asian,20
5750,asian,30
5751,asian,24
5752,asian,23
5753,asian,24
5754,asian,15
5755,asian,15
5756,asian,15
5757,asian,23
5758,asian,13
5759,asian,27
5760,asian,6
5761,asian,17
5762,asian,17
5763,asian,15
5764,asian,4
5765,asian,26
5766,asian,20
5767,asian,19
5768,asian,27
5769,asian,11
5770,asian,8
5771,asian,17
5772,asian,6
5773,asian,19
5774,asian,24
5775,asian,29
5776,asian,4
5777,asian,9
5778,asian,29
5779,asian,17
5780,asian,21
5781,asian,20
5782,asian,25
5783,asian,3
5784,asian,30
5785,asian,6
5786,asian,19
5787,asian,7
5788,asian,26
5789,asian,28
5790,asian,16
5791,asian,4
5792,asian,11
5793,asian,15
5794,asian,2
5795,asian,7
5796,asian,24
5797,asian,14
5798,asian,16
5799,asian,8
5800,asian,29
5801,asian,3
5802,asian,17
5803,asian,25
5804,asian,20
5805,asian,2
5806,asian,6
5807,asian,27
5808,asian,11
5809,asian,20
5810,asian,21
5811,asian,24
5812,asian,9
5813,asian,8
5814,asian,11
5815,asian,25
5816,asian,7
5817,asian,3
5818,asian,22
5819,asian,21
5820,asian,3
5821,asian,3
5822,asian,30
5823,asian,14
5824,asian,30
5825,asian,12
5826,asian,12
5827,asian,9
5828,asian,13
5829,asian,22
5830,asian,9
5831,asian,3
5832,asian,6
5833,asian,30
5834,asian,23
5835,asian,30
5836,asian,23
5837,asian,25
5838,asian,4
5839,asian,7
5840,asian,28
5841,asian,2
5842,asian,8
5843,asian,7
5844,asian,6
5845,asian,14
5846,asian,27
5847,asian,29
5848,asian,5
5849,asian,12
5850,asian,16
5851,asian,18
5852,asian,24
5853,asian,18
5854,asian,7
5855,asian,26
5856,asian,16
5857,asian,30
5858,asian,21
5859,asian,19
5860,asian,13
5861,asian,25
5862,asian,14
5863,asian,21
5864,asian,23
5865,asian,28
5866,asian,18
5867,asian,5
5868,asian,18
5869,asian,14
5870,asian,13
5871,asian,24
5872,asian,15
5873,asian,7
5874,asian,4
5875,asian,26
5876,asian,2
5877,asian,23
5878,asian,20
5879,asian,8
5880,asian,7
5881,asian,15
5882,asian,28
5883,asian,8
5884,asian,14
5885,asian,15
5886,asian,18
5887,asian,27
5888,asian,23
5889,asian,5
5890,asian,29
5891,asian,18
5892,asian,2
5893,asian,16
5894,asian,9
5895,asian,29
5896,asian,8
5897,asian,19
5898,asian,28
5899,asian,5
5900,asian,2
5901,asian,20
5902,asian,24
5903,asian,12
5904,asian,5
5905,asian,19
5906,asian,22
5907,asian,2
5908,asian,9
5909,asian,6
5910,asian,24
5911,asian,17
5912,asian,26
5913,asian,11
5914,asian,22
5915,asian,17
5916,asian,28
5917,asian,6
5918,asian,12
5919,asian,27
5920,asian,9
5921,asian,11
5922,asian,13
5923,asian,2
5924,asian,8
5925,asian,13
5926,asian,16
5927,asian,23
5928,asian,11
5929,asian,30
5930,asian,22
5931,asian,4
5932,asian,12
5933,asian,28
5934,asian,28
5935,asian,25
5936,asian,20
5937,asian,15
5938,asian,15
5939,asian,19
5940,asian,6
5941,asian,13
5942,asian,15
5943,asian,23
5944,asian,17
5945,asian,17
5946,asian,24
5947,asian,22
5948,asian,18
5949,asian,12
5950,asian,14
5951,asian,6
5952,asian,14
5953,asian,27
5954,asian,5
5955,asian,5
5956,asian,29
5957,asian,26
5958,asian,27
5959,asian,23
5960,asian,5
5961,asian,21
5962,asian,7
5963,asian,14
5964,asian,15
5965,asian,5
5966,asian,22
5967,asian,30
5968,asian,15
5969,asian,28
5970,asian,29
5971,asian,22
5972,asian,11
5973,asian,6
5974,asian,18
5975,asian,26
5976,asian,20
5977,asian,13
5978,asian,13
5979,asian,12
5980,asian,23
5981,asian,13
5982,asian,15
5983,asian,18
5984,asian,30
5985,asian,29
5986,asian,8
5987,asian,16
5988,asian,12
5989,asian,23
5990,asian,21
5991,asian,18
5992,asian,21
5993,asian,5
5994,asian,23
5995,asian,4
5996,asian,6
5997,asian,17
5998,asian,25
5999,asian,3
6000,asian,28
6001,asian,14
6002,asian,21
6003,asian,27
6004,asian,12
6005,asian,5
6006,asian,13
6007,asian,3
6008,asian,11
6009,asian,24
6010,asian,8
6011,asian,3
6012,asian,20
6013,asian,26
6014,asian,22
6015,asian,18
6016,asian,29
6017,asian,2
6018,asian,19
6019,asian,22
6020,asian,4
6021,asian,29
6022,asian,9
6023,asian,19
6024,asian,27
6025,asian,23
6026,asian,20
6027,asian,8
6028,asian,8
6029,asian,22
6030,asian,22
6031,asian,20
6032,asian,2
6033,asian,23
6034,asian,30
6035,asian,20
6036,asian,14
6037,asian,22
6038,asian,15
6039,asian,14
6040,asian,16
6041,asian,30
6042,asian,16
6043,asian,14
6044,asian,20
6045,asian,6
6046,asian,2
6047,asian,11
6048,asian,17
6049,asian,9
6050,asian,6
6051,asian,19
6052,asian,22
6053,asian,3
6054,asian,17
6055,asian,4
6056,asian,25
6057,asian,25
6058,asian,29
6059,asian,30
6060,asian,28
6061,asian,2
6062,asian,17
6063,asian,18
6064,asian,16
6065,asian,23
6066,asian,21
6067,asian,28
6068,asian,4
6069,asian,6
6070,asian,1
6071,asian,23
6072,asian,2
6073,asian,6
6074,asian,5
6075,asian,19
6076,asian,12
6077,asian,13
6078,asian,11
6079,asian,11
6080,asian,28
6081,asian,2
6082,asian,29
6083,asian,19
6084,asian,13
6085,asian,9
6086,asian,18
6087,asian,9
6088,asian,25
6089,asian,25
6090,asian,25
6091,asian,7
6092,asian,29
6093,asian,9
6094,asian,7
6095,asian,17
6096,asian,29
6097,asian,17
6098,asian,5
6099,asian,1
6100,asian,6
6101,asian,6
6102,asian,5
6103,asian,14
6104,asian,13
6105,asian,23
6106,asian,28
6107,asian,7
6108,asian,9
6109,asian,8
6110,asian,7
6111,asian,18
6112,asian,8
6113,asian,8
6114,asian,12
6115,asian,9
6116,asian,17
6117,asian,12
6118,asian,5
6119,asian,25
6120,asian,7
6121,asian,13
6122,asian,18
6123,asian,12
6124,asian,22
6125,asian,3
6126,asian,14
6127,asian,3
6128,asian,1
6129,asian,28
6130,asian,2
6131,asian,23
6132,asian,17
6133,asian,29
6134,asian,2
6135,asian,29
6136,asian,28
6137,asian,19
6138,asian,6
6139,asian,22
6140,asian,2
6141,asian,22
6142,asian,18
6143,asian,1
6144,asian,1
6145,asian,25
6146,asian,14
6147,asian,3
6148,asian,22
6149,asian,8
6150,asian,5
6151,asian,23
6152,asian,3
6153,asian,25
6154,asian,6
6155,asian,1
6156,asian,22
6157,asian,22
6158,asian,7
6159,asian,8
6160,asian,14
6161,asian,19
6162,asian,22
6163,asian,2
6164,asian,2
6165,asian,3
6166,asian,13
6167,asian,1
6168,asian,19
6169,asian,5
6170,asian,3
6171,asian,2
6172,asian,17
6173,asian,8
6174,asian,29
6175,asian,22
6176,asian,28
6177,asian,9
6178,asian,18
6179,asian,14
6180,asian,3
6181,asian,8
6182,asian,29
6183,asian,25
6184,asian,1
6185,asian,3
6186,asian,3
6187,asian,23
6188,asian,14
6189,asian,7
6190,asian,14
6191,asian,28
6192,asian,5
6193,asian,23
6194,asian,9
6195,asian,7
6196,asian,18
6197,asian,11
6198,asian,9
6199,asian,11
6200,asian,28
6201,asian,11
6202,asian,23
6203,asian,29
6204,asian,11
6205,asian,2
6206,asian,5
6207,asian,2
6208,asian,12
6209,asian,1
6210,asian,9
6211,asian,13
6212,asian,13
6213,asian,14
6214,asian,11
6215,asian,8
6216,asian,28
6217,asian,9
6218,asian,2
6219,asian,13
6220,asian,1
6221,asian,19
6222,asian,29
6223,asian,29
6224,asian,23
6225,asian,12
6226,asian,8
6227,asian,9
6228,asian,8
6229,asian,19
6230,asian,19
6231,asian,11
6232,asian,1
6233,asian,19
6234,asian,18
6235,asian,17
6236,asian,6
6237,asian,6
6238,asian,13
6239,asian,7
6240,asian,1
6241,asian,17
6242,asian,29
6243,asian,5
6244,asian,19
6245,asian,5
6246,asian,18
6247,asian,13
6248,asian,17
6249,asian,17
6250,asian,2
6251,asian,3
6252,asian,28
6253,asian,14
6254,asian,17
6255,asian,23
6256,asian,7
6257,asian,7
6258,asian,11
6259,asian,7
6260,asian,12
6261,asian,6
6262,asian,19
6263,asian,25
6264,asian,19
6265,asian,11
6266,asian,25
6267,asian,8
6268,asian,23
6269,asian,12
6270,asian,23
6271,asian,18
6272,asian,11
6273,asian,2
6274,asian,8
6275,asian,15
6276,asian,20
6277,asian,26
6278,asian,10
6279,asian,15
6280,asian,21
6281,asian,10
6282,asian,21
6283,asian,8
6284,asian,8
6285,asian,11
6286,asian,12
6287,asian,4
6288,asian,8
6289,asian,21
6290,asian,20
6291,asian,24
6292,asian,12
6293,asian,11
6294,asian,8
6295,asian,10
6296,asian,24
6297,asian,15
6298,asian,21
6299,asian,20
6300,asian,26
6301,asian,12
6302,asian,24
6303,asian,10
6304,asian,11
6305,asian,11
6306,asian,11
6307,asian,20
6308,asian,12
6309,asian,15
6310,asian,20
6311,asian,15
6312,asian,4
6313,asian,20
6314,asian,24
6315,asian,26
6316,asian,24
6317,asian,11
6318,asian,21
6319,asian,4
6320,asian,24
6321,asian,21
6322,asian,26
6323,asian,12
6324,asian,12
6325,asian,4
6326,asian,15
