player_id, played
4257, [3;2;10;9;9;6;5;3;4;2;1;8;8;5;5;2;1;9;10;9;7;6;4;3;1;10;9;8;6;4;3;2;10;9;7;6;5;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;6;4;5;3;2;9;9;8;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10]
4258, [9;7;6;4;3;2;10;9;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;5;2;1;9;8;8;5;4;2;1;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;8;7;4;2;1;1;8;9;7;4;3;1;10;8;7;6;4;3;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7]
4259, [6;4;3;2;10;9;7;6;5;4;2;1;9;8;6;5;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;4;3;2;1;9;8;6;7;4;2;1;10;8;7;5;4;3;1;10;8;7;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;4;1;10;8;7;6;4;3]
4260, [1;10;9;7;6;4;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;7;6;4;1;2;10;9;6;4;3;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;9;8;6;5;4;2;1;9;8;7;5;4;2;1;9;8;7;5;4;3;1;10]
4261, [9;9;8;4;5;3;2;1;9;6;5;3;2;1;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;7;8;7;5;4;2;9;8;7;5;5;4;1;10;10;9;7;6;3;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;8;6;4;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6]
4262, [4;3;1;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;4;2;1;10;8;7;5;4;3;1;10;9;7;6;5;3;2;10;9;9;6;5;5;4;3;1;10;7;7;4;4;3;10;8;7;6;4;5;3;2;1;9;8;6;5;4;2;1;10;8;7;4;4;3;1;10;8;7;6;4;3]
4263, [2;10;9;8;6;5;3;2;1;9;8;7;5;5;2;1;10;10;9;7;5;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;9;8;4;5;2;10;9;8;6;5;3;2;1;9;8;6;5;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;6;4;3;10;8;9]
4264, [8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;8;6;4;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4]
4265, [3;2;10;9;7;6;5;3;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;3]
4266, [2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;5;4;3;1;8;7;5;6;3;1;10;8;7;6;4;3;1;10;1;9;8;7;5;4;2;1;8;7;5;4;2;1;10;8;7;7;6;5;3;2;10;9;8;5;3;2;10;9;8;6;5;4;2;3;1;10;9;7;6;4;3;2;10;7;6]
4267, [4;3;2;10;9;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;2;10;9;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;7;5;4;3;1;10;9;7;6;4;3;2;9;7;6;4;3;4;2;1;9;8;7;5;4;2;1;8;7;5;4;2;1;10;8;9;8;6;5;3;2]
4268, [1;8;8;6;5;4;2;1;10;8;7;6;4;3;1;10;8;7;6;5;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;2;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6]
4269, [4;5;4;2;9;10;6;5;4;2;1;10;8;7;5;4;3;1;2;10;9;7;6;5;3;2;10;9;8;7;5;3;2;1;9;8;7;7;6;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;6;4;3;1;10;9;8;6;5;3]
4270, [2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;1;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;9;7;6;5;3;2;10;9;6;4;3;2;10;1;8;6;5;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9]
4271, [8;7;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;8;7;5;4;3;1;10;7;5;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;10;8;7;5;4;3;1;10;8;7;6;5;3;2;10;9;7;6;5]
4272, [3;2;10;9;8;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;9;7;6;3;2;2;1;9;8;6;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2]
4273, [10;9;8;6;5;4;2;1;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;3;1;10;10;9;8;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;7;6;4;3;2;10;9;7;6;3;2;10;9;7]
4274, [6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;10;9;8;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;10;7;7;4;4;3;10;9;9;6;4;3;2;10;9;7;6;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3]
4275, [2;1;9;8;7;5;4;2;1;9;8;7;6;6;5;3;2;10;9;8;6;5;3;2;1;9;6;5;3;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;2;10;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9]
4276, [8;6;5;4;2;1;10;8;7;6;4;3;1;10;8;7;6;5;5;3;10;1;9;6;5;3;2;1;1;8;7;5;4;2;1;1;10;9;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;8;7;8;5;3;3;10;9;9;8;6;5]
4277, [4;2;1;10;8;7;5;4;3;1;10;8;7;6;6;5;3;2;10;9;8;6;3;3;2;1;10;8;7;5;4;3;1;10;8;7;5;4;3;1;10;9;7;6;5;5;4;2;1;9;8;7;5;2;2;1;8;7;5;4;2;1;2;10;9;8;6;5;3;2;1;9;8;6;5;3;2;1;9;8;7;7;6;4;1;10;10;9;7;6;3;1;10;9;7;6;6;5;3;2]
4278, [1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;6;4;3;10;9;7;6;4;5;2;10;9;9;6;5;3;2;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;6;4;5;2;10;9;9;6;5;3;2;10;9;8]
4279, [7;5;4;2;1;10;8;7;5;4;3;2;10;9;7;4;3;2;2;1;7;6;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;3;1;2;1;9;8;6;5;4;2;1;9;8;6;5;4;2;1;9;8;7;7;6;5;3;10;10;9;8;5;3;3;10;9;9;6;5;3;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;8;6;5;4;2]
4280, [1;9;8;7;5;6;4;1;10;8;7;5;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;3;1;10;8;9;6;4;3;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;4;2;1;9]
4281, [8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;2;1;9;8;7;5;4;1;9;8;7;5;4;3;1;10;8;7;8;6;5;3;2;1;9;8;5;5;4;1;9;8;6;5;4;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;6;5;4;2;9;8;6;5;5]
4282, [2;3;9;8;8;7;6;4;3;1;10;9;7;6;4;3;3;2;9;8;6;6;3;2;1;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;6;5;3;4;2;1;10;8;7;5;4;2;1;10;9;7;5;4;3;1;10;9;9;8;6;5;4;2;1;8;8;5;4;2;1;9;8;8;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1]
4283, [9;8;7;5;4;3;3;1;10;9;7;6;4;3;1;10;9;7;8;7;5;4;2;1;10;8;7;5;4;2;1;10;8;5;4;3;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;9;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;10;7;5;6;2;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8]
4284, [6;5;4;4;3;1;10;8;7;6;4;3;1;10;9;8;6;5;3;2;1;9;8;7;5;3;4;1;10;8;7;5;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;5;3;2;10;9;8;6;5;3;10;9;8;8;7;5;4]
4285, [3;1;10;8;7;6;4;3;2;10;8;7;6;4;3;4;2;9;8;6;7;5;4;2;9;8;7;5;4;2;1;10;8;9;7;6;5;3;2;9;7;6;5;3;2;1;9;8;6;5;4;2;1;1;8;9;6;6;3;1;10;9;7;6;5;3;2;10;1;10;8;6;5;4;3;1;10;8;7;6;4;3;1;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8]
4286, [7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;6;5;4;2;1;9;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;1;10;8;7;6;4;1;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;9;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4]
4287, [2;1;10;8;7;5;4;3;1;10;9;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;9;7;6;4;3;1;10;9;8;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9]
4288, [8;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;3;2;9;8;6;5;3;4;3;1;10;9;5;4;3;1;10;9;9;6;4;3;3;10;1;9;8;7;5;4;2;1;10;8;7]
4289, [6;4;3;1;10;8;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;1;9;8;6;7;5;4;1;10;8;7;5;4;3;1;10;8;7;6;4;3;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;1;10;8;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1]
4290, [10;8;9;7;6;4;3;1;10;9;8;6;5;3;2;10;1;10;6;7;5;4;3;1;10;8;7;6;4;3;2;8;7;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;1;9;8;7;5;4;3;1;10;7;6;4;3;1;10;9;7;6;5;3;2;2;9;8;8;7;4;2;1;9;8;7]
4291, [5;4;3;1;10;10;9;8;6;5;3;2;1;9;8;6;5;3;2;1;1;8;6;7;5;4;3;2;10;9;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;10;7;8;4;3;2;10;1;9;8;6;3;4;2;1;10;8;7;5]
4292, [4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;1;1;10;7;5;5;2;3;1;10;7;5;4;3;3;2;10;9;7;6;5;4;2;10;9;8;7;5;4;2;1;10;8;9;7;4;4;1;10;10;7;6;4;3;2;10;9;7;6;5;5;4;3;1;10;8;7;6;4;3;1;10;8;7;6;4;3;1;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1]
4293, [10;8;7;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;9;6;7;4;4;3;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;9;7;6;5;3;2;10;9;8;6;5;3;10;1;9;8;7;5;4;3;1;10;8]
4294, [7;5;4;3;1;10;8;7;6;4;3;2;10;1;9;6;5;5;4;1;9;8;7;5;4;2;1;10;8;9;8;6;5;3;2;1;9;8;6;3;4;2;1;9;8;7;5;4;3;1;10;8;7;6;6;3;1;10;9;7;8;6;3;3;2;1;9;8;6;5;4;2;1;10;8;7;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5]
4295, [4;2;3;2;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;8;6;4;5;2;1;9;8;6;5;4;2;1;9;8;7;7;6;4;3;10;10;9;7;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2]
4296, [1;10;8;7;6;4;3;1;10;9;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;2;1;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10]
4297, [8;7;6;4;3;1;10;10;7;6;4;5;2;10;9;8;6;5;3;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;6;5;3;2;10;9;7;6;5;4;2;1;9;8;7;5;4;2;3;1;10;9;6;4;3;1;10;9;7;7;4;3;2;10;9;7;8;7;5;4;3;1;10;8;7]
4298, [6;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;9;7;6;5;3;2;9;7;6;6;5;2;10;9;8;6;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;2;1;9;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;3]
4299, [1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;10;9;6;4;3;3;10;9;7;6;5;3;2;2;1;8;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;1;8;6;7;5;4;1;1;10]
4300, [8;7;6;3;1;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;6;4;3;2;10;9;7;6;5;3;2;10;7;6;5;3;2;2;1;10;8;7;6;4;2;1;10;8;7;6;4;3;1;10;9;7;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;10;8;7]
4301, [6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;7;5;4;3;1;10;8;7;7;6;4;3;2;9;9;8;4;3;2;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;1;10;1;9;8;7;5;4;2;1;10;8;7;5;4;3]
4302, [10;10;7;5;6;5;3;2;10;7;6;5;3;2;1;9;8;7;5;4;2;1;10;10;9;7;4;3;3;2;10;7;6;4;3;2;10;9;7;8;7;5;4;3;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;1;10;8;5;4;2;1;10;10;9;7;6;5;3;2;10;9;8;6;5;4;2;10;9;8;6;5;4;2;3;1;10;7]
4303, [5;4;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;3;10;10;7;8;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;3;1;10;9;6;4;3;1;10;9;7;6;5;3;3;2;1;9;8;7;5;4;2;1;10;9;7;5;4;3;2;10;9;7;6;5;3;2;10;9;8;7;5;4;2;1;10;8;7;6;4]
4304, [3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;8;7;6;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;1;9;8;7;5;4;3;1;10]
4305, [9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;5;2;3;1;10;8;5;4;4;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;2;10;9;7;6;4;3;2;10;9;7;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;6;3;4;2;1;8;6;5;4;2;1;9;10;8;7;6]
4306, [5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;10;9;8;6;5;4;2;1;1;10;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;4;4;1;9;10;8;5;4;4;3;1;10]
4307, [7;6;4;3;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;3;10;9;7;6;5;3;2;10;9;8;6;5;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;8;7;8;6;5;3;2;1;8;6;5;3;2;1;9;8;6;5;4;2;3;2;10;9;7;6]
4308, [5;3;2;10;9;8;6;5;3;2;9;9;8;7;5;4;2;1;10;9;7;6;4;3;2;10;9;7;4;5;4;2;1;9;8;6;5;4;2;1;10;8;7;6;4;3;1;10;10;9;8;4;3;2;2;9;8;8;6;5;4;2;1;9;8;7;5;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10]
4309, [8;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;4;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;3;2;10;9;8;5;3;3;2;9;8;8;7;5;4;1;9;10;9;7;6;4;3;2;10;9;7]
4310, [6;5;3;2;10;9;8;6;5;4;2;1;10;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;9;8;6;5;2;1;9;8;6;5;4;2;1;9;8;7;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;9;8;7;5;4;2;1;10;8;7;5;4;2;1;10;8;7;5;4;5]
4311, [3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;1;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;4;3;10;8;7;5;4;4;3;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;7;5;4;3;1;10;8;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;10;9;7;6;4;3;2]
4312, [10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;10;7;8;6;5;3;2;9;8;6;5;5;2;1;9;8;7;5;4;2;3;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;10;8;7;5;4;3;1;10;9;7;6;3;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;3;1;2;9;7;6;4]
4313, [3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;3;1;8;7;6;4;3;3;10;9;9;8;6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;7;8;5;3;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2]
4314, [10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;3;2;1;9;8;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;6;4;3;2;10;9;8;6;5;3;2;1;1;10;6;7;5;4;3;9;10;8;7;6;5;3;2;10;9;8]
4315, [6;5;3;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9;9;8;7;5;4;2;9;8;7;5;4;4;3;10;8;7;5;4;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;1;10;7;6;6;3;1;10;9;7;6;4;3;2;10;9;8;6;7;5;4;3;1;10;8;7;6;4;3;2;10;9;7;6;5;3]
4316, [2;10;9;8;6;5;3;2;1;9;8;7;5;4;2;3;10;10;9;7;6;5;3;2;10;9;8;6;5;4;2;10;9;8;7;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;4;3;2;10;1;8;6;5;4;2;1;9;8;7;7;4;3;3;1;10;9;7;6;5;3;2;10;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;10;9]
4317, [7;6;5;3;2;10;9;8;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;3;1;9;8;7;6;4;3;1;10;9;7;6;4;3;2;2;9;8;6;5;3;4;1;9;8;6;7;6;4;3;2;10;9;7;6;5;3;10;9;7;6;5;3;2;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;6;5;3]
4318, [2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;9;8;7;5;4;1;10;9;7;6;5;3;2;10;9;8;6;5;3;2;2;9;8;6;5;4;2;1;10;8;7;5;4;3;2;2;9;7;6;5;3;2;10;9;8;6;5;4;9;9;5;6;4;3;2;9;9;6;4;3;2;10;9;7;8;5;3;4;3;1]
4319, [10;8;7;6;4;3;1;10;9;6;4;3;1;2;10;9;8;6;5;4;2;1;9;8;7;5;4;2;1;10;8;7;5;4;3;3;10;9;7;6;5;3;2;10;9;8;6;5;4;2;3;1;10;7;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;7;6;4;3;1;10;9;7;6;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5]
4320, [4;3;1;9;10;9;7;6;5;3;2;10;7;6;5;3;2;10;9;8;8;6;5;4;2;1;10;8;7;6;4;3;1;10;9;7;6;5;3;2;2;1;9;8;5;5;2;1;9;8;8;7;5;4;3;10;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;4;1;10;10;7;6;4;3;1;10;9;9;8;6;3;3;10;1;10;8;7;5;4;3]
4321, [1;10;8;7;4;4;3;1;8;9;7;6;5;3;2;1;9;8;7;5;4;2;1;10;7;5;4;2;3;2;10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;7;7;6;4;3;1;10;7;6;6;4;3;10;10;7;6;4;3;4;1;9;9;8;7;4;2;1;9;8;7;5;4;3;1;10;9;7;8;6;3;3;10;1;8;6;5;5;4;2;9;8;6;5]
4322, [6;4;3;2;10;9;7;6;5;3;2;9;7;6;5;5;4;2;1;10;8;7;5;4;3;1;10;9;7;6;4;3;2;10;9;7;6;5;3;2;1;9;8;6;5;4;2;1;9;8;7;5;4;4;3;2;10;9;8;6;5;3;2;1;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;7;7;6;3;3;10;9;7;6;7;5;4;2;1;10;8;7;5;4;3;1]
4323, [10;9;7;6;4;3;2;10;9;7;6;5;3;2;10;9;8;6;5;4;2;1;9;8;9;7;6;4;3;2;10;9;6;4;5;2;2;1;9;8;6;5;4;3;1;9;8;7;5;4;3;1;10;9;7;6;5;3;2;1;9;8;6;5;3;2;1;10;8;7;5;4;3;1;10;8;7;6;4;3;2;2;10;9;8;6;5;4;2;1;9;8;7;5;2;3;1;10;9;7]
4324, [6;4;3;1;10;9;7;6;4;3;2;10;9;7;8;7;5;4;2;1;10;8;7;4;2;1;10;8;7;6;4;5;3;2;10;9;8;6;5;3;2;1;10;6;5;4;2;1;9;10;9;7;6;5;3;2;10;9;8;6;3;2;10;9;8;6;5;4;2;1;10;8;7;5;4;3;1;10;10;9;7;4;3;2;2;1;9;8;6;5;4;1;9;8;7;5;4;4;3;1]
